"","id","famrel_1997","sex","bmonth","byear","praised","prelpref","psraised","psrelpref","agemon_1997","ageyear_1997","samplesype","race","famrel_1998","agemon_1998","ageyear_1998","famrel_1999","agemon_1999","ageyear_1999","famrel_2000","attend_2000","agemon_2000","ageyear_2000","attend_2001","agemon_2001","ageyear_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","ageyear_2002","agemon_2003","ageyear_2003","attend_2003","agemon_2004","ageyear_2004","attend_2004","agemon_2005","ageyear_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","ageyear_2006","attend_2006","agemon_2007","ageyear_2007","attend_2007","agemon_2008","ageyear_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","ageyear_2009","attend_2009","agemon_2010","ageyear_2010","attend_2010","attcat_2000","attcat_2001","attcat_2002","attcat_2003","attcat_2004","attcat_2005","attcat_2006","attcat_2007","attcat_2008","attcat_2009","attcat_2010","transcat_2001","transcat_2002","transcat_2003","transcat_2004","transcat_2005","transcat_2006","transcat_2007","transcat_2008","transcat_2009","transcat_2010"
"125",126,-4,1,5,1981,-4,-4,-4,-4,190,15,1,4,-4,213,17,-4,225,18,-4,2,235,19,2,250,20,2,1,1,1,1,0,261,21,276,22,2,287,23,2,299,24,1,5,1,0,1,1,0,306,25,2,319,26,1,329,27,1,2,1,NA,NA,1,0,345,28,1,357,29,2,"1","1","1","1","1","2","1","1","1","1","1","11","11","11","11","12","21","11","11","11","11"
"126",127,0,2,3,1982,-4,-4,-4,-4,180,15,1,4,1,201,16,1,213,17,2,2,225,18,6,237,19,2,1,0,1,1,0,250,20,262,21,6,272,22,6,284,23,15,6,1,0,0,1,0,295,24,4,308,25,4,320,26,15,5,1,0,1,1,0,330,27,2,345,28,2,"1","3","1","3","3","3","2","2","2","1","1","13","31","13","33","33","32","22","22","21","11"
"134",135,-4,1,4,1981,16,16,-4,-4,191,15,1,4,-4,211,17,-5,-5,-5,-4,1,241,20,1,251,20,1,0,0,0,0,0,261,21,274,22,1,286,23,1,301,25,25,1,0,0,0,0,0,306,25,1,319,26,1,330,27,25,1,0,0,0,0,0,343,28,1,358,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"136",137,-4,2,5,1980,1,1,-4,-4,201,16,1,4,-4,226,18,-4,234,19,-4,6,252,20,2,263,21,3,1,0,1,1,0,274,22,282,23,3,294,24,4,306,25,1,1,1,0,1,1,1,317,26,3,332,27,3,341,28,1,3,1,0,1,0,1,353,29,3,365,30,3,"3","1","2","2","2","1","2","2","2","2","2","31","12","22","22","21","12","22","22","22","22"
"137",138,1,1,4,1984,1,1,1,1,156,12,1,4,1,175,14,3,187,15,1,6,199,16,4,211,17,6,0,0,1,1,0,226,18,235,19,2,248,20,1,261,21,25,1,0,0,0,0,0,271,22,1,282,23,1,294,24,27,2,0,0,0,1,0,305,25,1,318,26,1,"3","2","3","1","1","1","1","1","1","1","1","32","23","31","11","11","11","11","11","11","11"
"143",144,1,1,8,1982,5,5,-2,27,175,14,1,1,1,195,16,1,207,17,1,6,221,18,6,231,19,6,1,1,1,1,1,244,20,255,21,6,269,22,5,279,23,5,2,1,1,1,1,1,291,24,4,302,25,4,314,26,5,2,1,1,1,1,1,326,27,3,340,28,3,"3","3","3","3","2","1","2","2","1","2","2","33","33","33","32","21","12","22","21","12","22"
"144",145,7,1,4,1984,5,5,-2,27,155,12,1,1,1,175,14,1,187,15,1,6,201,16,6,211,17,6,1,0,1,1,0,224,18,235,19,5,247,20,4,259,21,5,3,1,1,1,1,0,271,22,2,282,23,3,294,24,5,4,1,NA,1,1,1,306,25,3,318,26,4,"3","3","3","2","2","2","1","2","2","2","2","33","33","32","22","22","21","12","22","22","22"
"146",147,1,2,2,1984,1,1,1,1,158,13,1,4,0,178,14,0,189,15,0,2,203,16,2,213,17,2,0,1,1,0,0,225,18,239,19,3,250,20,5,261,21,27,1,1,NA,0,NA,0,273,22,1,284,23,1,298,24,24,1,1,0,0,NA,0,307,25,1,322,26,1,"1","1","1","2","2","1","1","1","1","1","1","11","11","12","22","21","11","11","11","11","11"
"147",148,0,2,10,1982,2,2,-4,-4,172,14,1,1,1,196,16,0,208,17,0,1,222,18,1,232,19,1,1,0,1,1,1,243,20,254,21,2,268,22,2,286,23,12,2,0,0,1,1,0,291,24,1,305,25,1,317,26,27,1,0,0,1,1,0,325,27,1,338,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"148",149,1,2,4,1983,2,21,-4,-4,169,14,1,1,2,188,15,1,199,16,1,5,212,17,6,223,18,6,1,1,1,1,0,237,19,248,20,5,259,21,5,272,22,2,4,1,1,1,1,0,284,23,4,294,24,5,307,25,2,5,1,1,1,1,1,317,26,2,330,27,3,"2","3","3","2","2","2","2","2","2","1","2","23","33","32","22","22","22","22","22","21","12"
"149",150,1,1,2,1984,2,21,-4,-4,159,13,1,1,1,178,14,1,189,15,1,6,202,16,5,213,17,3,0,1,1,1,1,225,18,237,19,1,249,20,3,262,21,27,2,1,1,1,1,0,274,22,3,284,23,3,297,24,2,4,1,1,1,1,1,307,25,7,322,26,4,"3","2","2","1","2","1","2","2","2","3","2","32","22","21","12","21","12","22","22","23","32"
"154",155,-4,1,2,1980,22,22,22,22,207,17,1,4,-4,229,19,-4,239,19,-4,5,254,21,5,263,21,4,0,0,0,0,0,274,22,289,24,2,297,24,1,310,25,22,1,0,0,0,0,0,321,26,1,334,27,1,347,28,22,1,0,0,0,0,0,358,29,1,371,30,1,"2","2","2","1","1","1","1","1","1","1","1","22","22","21","11","11","11","11","11","11","11"
"155",156,1,1,11,1982,22,22,22,22,174,14,1,4,1,195,16,1,204,17,0,3,220,18,3,230,19,3,0,0,0,0,0,241,20,257,21,4,267,22,2,278,23,22,1,0,0,0,1,0,290,24,2,301,25,1,311,25,22,2,0,0,0,1,0,323,26,2,336,28,2,"2","2","2","2","1","1","1","1","1","1","1","22","22","22","21","11","11","11","11","11","11"
"156",157,0,2,3,1982,1,1,1,1,183,15,1,2,0,202,16,0,213,17,0,1,226,18,1,237,19,1,1,0,1,0,0,249,20,261,21,1,273,22,1,285,23,1,1,1,0,1,1,0,296,24,1,307,25,1,319,26,25,1,0,NA,0,NA,0,331,27,1,343,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"157",158,1,1,12,1984,1,1,1,1,149,12,1,2,1,168,13,1,180,14,1,5,194,16,5,205,17,2,0,0,0,0,0,217,18,228,18,2,240,19,2,252,21,1,1,0,0,0,0,0,263,21,2,274,22,1,286,23,26,1,0,0,0,0,0,297,24,1,312,25,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"158",159,-4,2,1,1980,1,1,1,1,209,17,1,2,-4,230,19,-4,241,20,-4,4,254,21,1,262,21,1,1,0,1,0,1,276,22,286,23,2,300,24,2,311,25,1,1,0,1,1,0,0,322,26,1,334,27,2,346,28,1,3,0,1,1,0,1,356,29,2,369,30,1,"2","1","1","1","1","1","1","1","2","1","1","21","11","11","11","11","11","11","12","21","11"
"163",164,-4,2,7,1981,5,5,1,1,190,15,1,4,-4,209,17,-4,223,18,-4,1,233,19,2,244,20,2,0,0,1,1,1,259,21,269,22,2,281,23,2,292,24,1,2,1,0,1,1,1,303,25,2,316,26,2,327,27,1,1,1,0,1,1,1,339,28,2,351,29,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"164",165,-4,1,4,1980,-4,-4,-4,-4,208,17,1,4,-4,225,18,-4,236,19,-4,2,249,20,5,265,22,3,1,0,0,1,0,274,22,283,23,3,297,24,1,309,25,1,3,1,0,1,1,0,320,26,3,331,27,3,342,28,1,5,0,0,1,1,0,355,29,3,368,30,3,"1","2","2","2","1","2","2","2","2","2","2","12","22","22","21","12","22","22","22","22","22"
"165",166,1,2,9,1982,-4,-4,-4,-4,179,14,1,4,1,196,16,1,208,17,0,3,220,18,3,234,19,3,0,0,1,1,0,244,20,255,21,2,271,22,3,279,23,1,2,0,0,1,1,0,289,24,3,302,25,2,313,26,1,2,1,0,1,1,0,325,27,2,337,28,2,"2","2","2","1","2","1","2","1","1","1","1","22","22","21","12","21","12","21","11","11","11"
"166",167,1,1,11,1984,1,1,1,1,149,12,1,2,0,171,14,0,181,15,1,7,195,16,2,205,17,6,0,0,1,1,0,218,18,232,19,6,242,20,6,253,21,1,3,NA,1,NA,NA,0,266,22,5,276,22,1,288,23,1,1,0,0,0,1,0,299,24,1,311,25,1,"3","1","3","3","3","2","2","1","1","1","1","31","13","33","33","32","22","21","11","11","11"
"168",169,1,2,1,1983,1,1,1,1,171,14,1,4,1,193,16,1,202,16,1,6,218,18,3,228,19,2,0,0,1,0,0,240,20,254,21,1,264,21,2,276,22,27,2,1,0,0,1,0,287,23,2,297,24,1,311,25,23,2,0,0,0,NA,0,320,26,1,335,27,2,"3","2","1","1","1","1","1","1","1","1","1","32","21","11","11","11","11","11","11","11","11"
"169",170,1,2,8,1984,1,1,1,1,152,12,1,4,1,174,14,1,183,15,0,4,199,16,3,209,17,3,0,0,0,1,0,221,18,231,19,3,245,20,2,256,21,23,1,0,0,0,NA,0,268,22,1,279,23,2,293,24,25,1,1,0,1,1,1,301,25,2,317,26,2,"2","2","2","2","1","1","1","1","1","1","1","22","22","22","21","11","11","11","11","11","11"
"170",171,1,2,7,1984,1,1,1,1,151,12,1,2,7,174,14,5,184,15,7,3,197,16,1,208,17,5,0,1,1,0,0,221,18,235,19,6,245,20,6,258,21,2,7,1,1,1,1,1,269,22,7,281,23,7,292,24,11,7,1,1,1,1,1,303,25,6,317,26,6,"2","1","2","3","3","3","3","3","3","3","3","21","12","23","33","33","33","33","33","33","33"
"175",176,1,1,9,1982,1,1,1,1,176,14,1,4,1,194,16,1,207,17,-4,6,220,18,6,232,19,6,1,0,1,1,0,242,20,255,21,6,267,22,6,280,23,1,6,1,0,1,1,0,290,24,6,301,25,6,315,26,1,6,1,0,1,1,0,324,26,6,337,28,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"176",177,-4,2,11,1980,2,2,1,1,197,16,1,4,-4,216,17,-4,229,19,-4,2,241,20,1,254,21,2,1,0,0,1,0,266,22,277,23,2,289,24,2,301,25,2,2,0,0,0,1,0,312,25,2,323,26,2,336,27,2,2,0,0,0,0,0,346,28,2,359,29,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"180",181,1,2,11,1982,7,5,7,5,172,14,1,4,1,195,16,1,205,17,1,6,216,18,5,230,19,3,1,0,0,0,1,242,20,252,21,3,265,22,2,277,23,5,4,0,0,0,1,0,290,24,2,300,24,1,312,25,25,1,0,0,0,0,0,324,27,1,337,28,1,"3","2","2","2","1","2","1","1","1","1","1","32","22","22","21","12","21","11","11","11","11"
"181",182,2,2,5,1984,7,5,7,5,154,12,1,4,1,177,14,1,187,15,1,6,198,16,6,212,17,5,1,0,1,1,0,224,18,234,19,2,248,20,3,260,21,5,3,1,0,1,1,0,270,22,2,281,23,3,293,24,5,3,0,0,0,1,0,305,25,3,319,26,2,"3","3","2","1","2","2","1","2","2","2","1","33","32","21","12","22","21","12","22","22","21"
"182",183,-4,2,12,1980,3,2,3,2,196,16,1,4,-4,218,18,-4,228,18,-4,2,241,20,1,253,21,1,0,0,0,0,0,266,22,276,22,1,287,23,1,300,24,27,1,0,0,0,1,0,311,25,1,323,26,2,334,27,26,1,0,0,0,1,0,346,28,1,358,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"184",185,-4,1,6,1981,2,13,13,13,191,15,1,1,-4,209,17,-4,221,18,-4,1,234,19,1,246,20,1,1,1,1,1,1,261,21,270,22,1,284,23,1,293,24,31,1,1,1,1,1,1,305,25,2,317,26,2,332,27,31,6,1,NA,1,0,1,340,28,2,355,29,6,"1","1","1","1","1","1","1","1","3","1","3","11","11","11","11","11","11","11","13","31","13"
"186",187,1,1,9,1983,1,1,1,1,161,13,1,2,1,182,15,0,194,16,0,1,208,17,1,220,18,1,0,1,0,0,0,231,19,242,20,1,255,21,1,267,22,1,1,0,0,0,1,0,277,23,1,290,24,2,301,25,1,1,0,0,0,0,0,316,26,2,326,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"191",192,1,2,3,1982,1,1,-4,-4,184,15,1,2,1,200,16,1,212,17,1,5,226,18,5,236,19,1,0,0,0,0,0,251,20,260,21,3,274,22,4,286,23,11,7,1,1,1,1,1,297,24,6,308,25,7,320,26,12,7,1,1,1,1,1,330,27,6,344,28,6,"2","2","1","2","2","3","3","3","3","3","3","22","21","12","22","23","33","33","33","33","33"
"192",193,-4,2,2,1981,1,1,-4,-4,192,15,1,1,-4,213,17,-5,-5,-5,-4,6,241,20,6,253,21,4,1,1,1,1,0,262,21,274,22,5,288,23,2,302,25,1,1,1,1,1,1,1,313,26,5,323,26,5,332,27,1,4,1,1,1,1,0,343,28,5,357,29,3,"3","3","2","2","1","1","2","2","2","2","2","33","32","22","21","11","12","22","22","22","22"
"194",195,0,1,1,1983,2,2,-4,-4,172,14,1,1,0,191,15,0,203,16,0,3,215,17,1,230,19,5,0,1,1,0,1,239,19,251,20,4,265,22,6,276,22,2,6,0,0,1,1,1,285,23,6,299,24,1,309,25,27,1,0,1,1,0,1,321,26,1,334,27,1,"2","1","2","2","3","3","3","1","1","1","1","21","12","22","23","33","33","31","11","11","11"
"198",199,1,1,6,1982,15,27,1,1,176,14,1,4,1,197,16,0,211,17,0,1,223,18,1,237,19,1,0,0,0,0,0,247,20,258,21,1,270,22,1,281,23,27,1,0,0,0,0,0,293,24,1,304,25,1,316,26,26,1,0,0,0,0,0,328,27,1,343,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"200",201,0,2,12,1983,27,27,27,27,159,13,1,4,0,179,14,0,190,15,0,1,205,17,1,216,18,1,0,0,0,1,0,229,19,239,19,1,252,21,2,263,21,27,1,0,0,0,NA,0,274,22,1,288,23,1,298,24,25,1,0,0,0,NA,0,309,25,1,323,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"201",202,7,1,1,1982,-4,-4,-4,-4,182,15,1,4,1,204,16,1,214,17,1,6,226,18,3,240,19,6,1,0,1,1,0,250,20,262,21,6,276,22,6,286,23,1,4,0,0,1,1,0,298,24,4,310,25,6,321,26,1,6,0,0,1,1,0,333,27,5,346,28,6,"3","2","3","3","3","2","2","3","3","2","3","32","23","33","33","32","22","23","33","32","23"
"202",203,7,2,1,1984,-4,-4,-4,-4,158,13,1,4,1,180,14,1,190,15,1,6,205,17,6,215,17,6,1,0,0,0,0,226,18,238,19,6,251,20,6,262,21,1,6,0,0,1,0,0,273,22,5,286,23,3,297,24,1,1,0,0,0,1,0,310,25,2,322,26,1,"3","3","3","3","3","3","2","2","1","1","1","33","33","33","33","33","32","22","21","11","11"
"210",211,-4,2,6,1980,1,1,1,1,202,16,1,2,-4,221,18,-4,233,19,-4,2,247,20,6,258,21,2,0,1,1,0,1,272,22,285,23,7,295,24,6,306,25,1,2,0,0,1,1,1,321,26,4,330,27,7,343,28,1,5,1,NA,1,1,1,354,29,6,371,30,5,"1","3","1","3","3","1","2","3","2","3","2","13","31","13","33","31","12","23","32","23","32"
"211",212,-4,1,2,1980,1,1,1,1,206,17,1,2,-4,229,19,-4,237,19,-4,2,250,20,2,262,21,2,0,1,1,1,0,273,22,287,23,1,299,24,4,311,25,1,2,1,1,1,1,1,323,26,2,333,27,2,344,28,1,4,1,0,1,1,0,356,29,3,371,30,4,"1","1","1","1","2","1","1","1","2","2","2","11","11","11","12","21","11","11","12","22","22"
"212",213,1,2,4,1982,1,1,1,1,180,15,1,2,1,203,16,2,211,17,3,2,223,18,2,236,19,2,1,1,1,1,0,247,20,261,21,3,274,22,2,283,23,1,3,0,0,1,0,1,297,24,2,307,25,2,318,26,1,2,0,0,0,0,0,329,27,2,344,28,2,"1","1","1","2","1","2","1","1","1","1","1","11","11","12","21","12","21","11","11","11","11"
"213",214,2,2,11,1982,1,1,1,1,173,14,1,2,0,194,16,0,206,17,0,2,219,18,2,229,19,2,1,0,1,1,0,242,20,255,21,2,265,22,2,278,23,1,2,1,1,1,1,1,288,24,3,301,25,5,314,26,1,6,1,NA,1,1,NA,324,27,6,337,28,6,"1","1","1","1","1","1","2","2","3","3","3","11","11","11","11","11","12","22","23","33","33"
"214",215,-4,1,5,1981,1,1,-4,-4,191,15,1,2,-4,212,17,-4,226,18,-4,2,236,19,2,248,20,1,1,0,1,1,0,259,21,270,22,1,282,23,1,295,24,11,1,1,NA,1,1,0,310,25,1,317,26,1,330,27,27,1,1,0,NA,1,0,341,28,2,354,29,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"215",216,-4,2,6,1980,1,9,1,1,202,16,1,2,-4,224,18,-4,234,19,-4,2,249,20,2,260,21,1,1,0,1,1,0,270,22,281,23,1,293,24,1,305,25,8,1,1,1,1,1,0,317,26,1,328,27,2,341,28,8,1,0,0,1,1,0,352,29,1,366,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"218",219,0,1,3,1982,5,25,-2,27,180,14,1,3,0,201,16,0,212,17,0,2,226,18,1,237,19,1,0,0,0,0,0,249,20,260,21,2,272,22,1,286,23,27,2,0,0,0,NA,0,297,24,1,309,25,1,320,26,25,1,0,0,0,NA,0,330,27,1,344,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"220",221,0,2,9,1984,16,16,6,6,150,12,1,4,0,171,14,0,184,15,0,1,198,16,3,207,17,2,0,0,0,0,0,219,18,232,19,1,245,20,1,257,21,16,1,0,0,0,0,0,266,22,1,278,23,1,292,24,25,1,0,0,0,0,0,300,24,1,314,26,1,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
"221",222,-4,1,1,1981,1,1,1,1,195,16,1,2,-4,215,17,-4,226,18,-4,1,242,20,1,250,20,1,1,0,0,1,0,263,21,275,22,1,286,23,1,298,24,1,1,1,1,0,1,0,310,25,1,321,26,1,335,27,1,2,1,1,0,1,0,349,29,2,358,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"222",223,-4,1,1,1981,1,1,1,1,195,16,1,2,-4,215,17,-4,226,18,-4,1,242,20,1,250,20,1,0,0,0,1,0,263,21,275,22,1,286,23,2,298,24,1,2,1,0,0,1,0,310,25,1,321,26,1,335,27,1,2,0,0,0,1,0,344,28,1,358,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"223",224,0,2,10,1982,9,9,-4,-4,173,14,1,4,0,195,16,0,205,17,0,1,219,18,1,230,19,1,0,0,0,1,0,243,20,255,21,1,266,22,1,278,23,13,1,0,0,0,0,0,289,24,1,300,24,2,313,26,27,1,0,0,0,0,0,323,26,1,337,28,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"224",225,-4,1,10,1980,1,1,-4,-4,199,16,1,4,-4,221,18,-4,230,19,-4,4,242,20,3,254,21,1,1,0,0,1,0,266,22,277,23,3,289,24,2,302,25,1,1,1,0,0,1,0,317,26,1,324,27,1,336,28,1,2,0,0,1,1,0,347,28,2,363,30,1,"2","2","1","2","1","1","1","1","1","1","1","22","21","12","21","11","11","11","11","11","11"
"227",228,1,1,1,1984,35,35,35,25,157,13,1,4,6,179,14,3,191,15,4,4,206,17,4,218,18,4,1,0,1,1,1,229,19,239,19,3,253,21,3,262,21,27,3,1,0,1,1,0,274,22,2,288,24,3,302,25,24,3,0,0,0,0,0,310,25,3,322,26,3,"2","2","2","2","2","2","1","2","2","2","2","22","22","22","22","22","21","12","22","22","22"
"228",229,2,2,2,1984,1,1,-4,-4,158,13,1,4,1,181,15,2,191,15,2,6,203,16,6,214,17,6,0,0,1,1,0,227,18,239,19,6,250,20,6,262,21,5,5,0,0,0,0,0,273,22,6,287,23,4,298,24,5,4,0,0,0,1,0,308,25,4,320,26,3,"3","3","3","3","3","2","3","2","2","2","2","33","33","33","33","32","23","32","22","22","22"
"229",230,1,1,5,1984,1,1,1,1,154,12,1,2,1,177,14,1,189,15,0,4,202,16,4,210,17,2,0,0,0,0,0,223,18,234,19,2,246,20,2,258,21,1,2,0,0,0,0,0,270,22,1,282,23,2,293,24,26,1,0,0,0,0,0,304,25,2,317,26,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"230",231,-4,1,11,1980,-4,-4,-4,-4,195,16,1,2,-4,222,18,-4,230,19,-4,1,245,20,5,253,21,2,0,1,1,1,0,266,22,280,23,3,294,24,1,306,25,13,1,1,1,1,1,0,313,26,3,328,27,1,338,28,27,1,0,0,1,0,1,347,28,1,359,29,1,"1","2","1","2","1","1","2","1","1","1","1","12","21","12","21","11","12","21","11","11","11"
"232",233,-4,1,12,1980,1,1,1,1,194,16,1,2,-4,219,18,-4,229,19,-4,2,243,20,2,251,20,2,1,0,1,1,1,265,22,276,22,5,290,24,1,300,24,1,2,0,0,1,1,0,311,25,1,327,27,1,334,27,1,2,1,0,1,1,0,347,28,6,359,29,3,"1","1","1","2","1","1","1","1","1","3","2","11","11","12","21","11","11","11","11","13","32"
"233",234,0,2,8,1983,-4,-4,-4,-4,162,13,1,2,0,187,15,0,198,16,0,4,208,17,6,220,18,1,1,1,1,0,0,232,19,243,20,2,257,21,1,269,22,1,3,0,NA,1,0,1,282,23,1,293,24,1,303,25,1,1,NA,NA,1,0,0,315,26,1,328,27,1,"2","3","1","1","1","2","1","1","1","1","1","23","31","11","11","12","21","11","11","11","11"
"234",235,-4,2,8,1981,21,21,21,21,188,15,1,4,-4,210,17,-4,221,18,-4,6,232,19,5,247,20,3,1,0,1,1,0,259,21,268,22,6,281,23,6,293,24,21,4,1,NA,1,1,NA,303,25,5,314,26,6,327,27,21,4,1,0,1,1,1,339,28,6,350,29,6,"3","2","2","3","3","2","2","3","2","3","3","32","22","23","33","32","22","23","32","23","33"
"237",238,-4,2,8,1981,-4,-4,-4,-4,200,16,1,4,-4,209,17,-4,220,18,-4,1,232,19,1,243,20,1,1,0,1,1,0,257,21,268,22,1,282,23,1,292,24,6,1,1,0,0,1,0,304,25,1,316,26,1,326,27,6,1,0,0,0,1,0,338,28,1,350,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"239",240,0,2,4,1983,7,7,1,7,169,14,1,4,0,190,15,0,200,16,0,1,212,17,2,223,18,2,0,0,0,0,0,241,20,248,20,2,261,21,1,272,22,25,2,0,0,1,1,0,284,23,1,297,24,1,307,25,25,2,0,0,0,NA,0,318,26,2,330,27,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"240",241,1,2,2,1983,1,1,1,1,172,14,1,2,0,189,15,7,203,16,4,2,214,17,1,227,18,1,1,0,1,1,0,240,19,250,20,1,264,21,1,275,22,1,1,0,0,1,0,0,288,23,1,297,24,1,312,25,1,1,0,0,0,0,0,319,26,1,336,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"241",242,0,1,6,1984,1,1,1,1,156,12,1,2,0,173,14,0,187,15,0,1,198,16,2,211,17,1,0,0,1,1,1,224,18,235,19,1,246,20,1,259,21,1,1,0,0,1,1,1,268,22,1,281,23,1,294,24,1,1,0,0,1,1,0,303,25,1,317,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"242",243,1,2,2,1983,3,3,3,3,173,14,1,3,0,189,15,0,201,16,0,2,213,17,2,225,18,4,0,0,0,1,0,237,19,251,20,2,262,21,2,278,23,3,1,0,0,1,0,0,287,23,2,297,24,2,310,25,3,3,0,0,0,1,0,321,26,1,333,27,1,"1","1","2","1","1","1","1","1","2","1","1","11","12","21","11","11","11","11","12","21","11"
"243",244,0,1,3,1983,1,1,1,1,168,14,1,2,1,188,15,4,201,16,1,6,213,17,4,226,18,2,1,0,0,0,0,236,19,249,20,2,261,21,2,273,22,1,2,0,0,0,1,0,284,23,2,296,24,2,307,25,27,2,0,0,0,0,0,319,26,2,332,27,2,"3","2","1","1","1","1","1","1","1","1","1","32","21","11","11","11","11","11","11","11","11"
"244",245,1,2,7,1984,-4,-4,-4,-4,155,12,1,4,1,172,14,1,183,15,2,6,197,16,2,208,17,6,1,1,1,1,0,220,18,234,19,6,245,20,2,256,21,12,6,1,0,1,1,0,268,22,6,280,23,7,293,24,12,6,1,1,1,1,0,306,25,2,316,26,6,"3","1","3","3","1","3","3","3","3","1","3","31","13","33","31","13","33","33","33","31","13"
"246",247,1,1,3,1982,1,1,1,1,182,15,1,4,0,201,16,0,212,17,0,1,224,18,5,241,20,2,0,0,1,1,0,249,20,262,21,1,273,22,1,285,23,1,1,0,0,0,1,0,296,24,2,307,25,2,320,26,1,1,0,0,0,0,0,331,27,1,347,28,1,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
"247",248,2,2,9,1983,1,1,1,1,164,13,1,4,0,183,15,1,194,16,0,2,206,17,1,219,18,1,0,0,1,1,0,230,19,244,20,1,255,21,3,267,22,25,2,0,0,0,1,0,278,23,2,294,24,3,301,25,12,2,0,0,1,1,0,313,26,1,326,27,1,"1","1","1","1","2","1","1","2","1","1","1","11","11","11","12","21","11","12","21","11","11"
"250",251,1,1,4,1982,1,1,1,1,182,15,1,2,0,199,16,0,211,17,1,4,226,18,1,239,19,2,0,0,0,0,0,248,20,259,21,1,271,22,1,284,23,1,1,0,0,0,0,0,295,24,1,306,25,1,318,26,1,1,0,0,0,0,0,332,27,2,342,28,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"251",252,0,2,7,1984,1,1,1,1,155,12,1,2,0,172,14,0,184,15,0,2,196,16,1,211,17,1,0,0,0,0,0,221,18,232,19,1,244,20,1,257,21,1,1,0,0,0,0,0,268,22,1,283,23,1,294,24,27,1,0,0,0,1,0,305,25,1,316,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"253",254,-4,1,8,1981,1,1,-4,-4,188,15,1,4,-4,207,17,-4,219,18,-4,1,232,19,1,246,20,1,0,0,0,0,0,256,21,269,22,1,281,23,1,292,24,1,1,0,0,0,0,0,303,25,1,315,26,1,326,27,1,1,0,0,0,0,0,339,28,1,353,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"255",256,-4,1,8,1980,13,13,13,13,204,16,1,4,-5,-5,-5,-4,235,19,-4,1,246,20,2,258,21,1,0,0,0,0,0,270,22,281,23,1,293,24,1,303,25,5,1,0,0,0,0,0,315,26,1,326,27,1,340,28,26,1,0,0,0,0,0,351,29,1,364,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"256",257,3,1,5,1984,13,13,13,13,159,13,1,4,0,177,14,0,190,15,1,1,201,16,1,213,17,1,1,0,0,1,0,224,18,236,19,1,248,20,1,258,21,5,1,0,0,1,1,0,270,22,1,281,23,1,293,24,5,1,1,1,1,1,0,306,25,1,319,26,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
